example_id,question,reference_answers,baseline_answer,por_candidate,por_candidates_json,por_primary_candidate,por_sample_count,por_mode,threshold,threshold_label,threshold_value,drift,coherence,instability_score,semantic_agreement_score,semantic_agreement_risk,self_check_label,self_check_risk,risk_v2,decision_v2,contradiction_label,contradiction_risk,risk_v2_1,decision_v2_1,self_check_no_penalty,self_check_no_override_applied,risk_v2_2,decision_v2_2,effective_decision,por_decision,final_output,correctness_label,silence_flag,false_silence_flag,accepted_error_flag,error
q003,What is the largest planet in our solar system?,"[""Jupiter""]",Jupiter.,Jupiter.,"[""Jupiter."", ""Jupiter."", ""Jupiter.""]",Jupiter.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.30151134457776363,0.3492443277111182,1.0,0.0,YES,0.0,0.13969773108444727,PROCEED,,,,,,,,,PROCEED,PROCEED,Jupiter.,correct,False,False,False,
q003,What is the largest planet in our solar system?,"[""Jupiter""]",Jupiter.,Jupiter.,"[""Jupiter."", ""Jupiter."", ""Jupiter.""]",Jupiter.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.30151134457776363,0.3492443277111182,1.0,0.0,YES,0.0,0.13969773108444727,PROCEED,,,,,,,,,PROCEED,PROCEED,Jupiter.,correct,False,False,False,
q004,What is the chemical symbol for water?,"[""H2O""]",The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,"[""The chemical symbol for water is H₂O.""]",The chemical symbol for water is H₂O.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The chemical symbol for water is H₂O.,correct,False,False,False,
q004,What is the chemical symbol for water?,"[""H2O""]",The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,"[""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O.""]",The chemical symbol for water is H₂O.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.7142857142857142,0.1428571428571429,1.0,0.0,YES,0.0,0.05714285714285716,PROCEED,,,,,,,,,PROCEED,PROCEED,The chemical symbol for water is H₂O.,correct,False,False,False,
q004,What is the chemical symbol for water?,"[""H2O""]",The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,"[""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O.""]",The chemical symbol for water is H₂O.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.7142857142857142,0.1428571428571429,1.0,0.0,YES,0.0,0.05714285714285716,PROCEED,,,,,,,,,PROCEED,PROCEED,The chemical symbol for water is H₂O.,correct,False,False,False,
q004,What is the chemical symbol for water?,"[""H2O""]",The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,"[""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O.""]",The chemical symbol for water is H₂O.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.7142857142857142,0.1428571428571429,1.0,0.0,YES,0.0,0.05714285714285716,PROCEED,,,,,,,,,PROCEED,PROCEED,The chemical symbol for water is H₂O.,correct,False,False,False,
q004,What is the chemical symbol for water?,"[""H2O""]",The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,"[""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O."", ""The chemical symbol for water is H₂O.""]",The chemical symbol for water is H₂O.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.7142857142857142,0.1428571428571429,1.0,0.0,YES,0.0,0.05714285714285716,PROCEED,,,,,,,,,PROCEED,PROCEED,The chemical symbol for water is H₂O.,correct,False,False,False,
q005,Who painted the Mona Lisa?,"[""Leonardo da Vinci""]",Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,"[""Leonardo da Vinci painted the Mona Lisa.""]",Leonardo da Vinci painted the Mona Lisa.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,Leonardo da Vinci painted the Mona Lisa.,correct,False,False,False,
q005,Who painted the Mona Lisa?,"[""Leonardo da Vinci""]",Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,"[""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa.""]",Leonardo da Vinci painted the Mona Lisa.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.6761234037828133,0.16193829810859334,1.0,0.0,YES,0.0,0.06477531924343734,PROCEED,,,,,,,,,PROCEED,PROCEED,Leonardo da Vinci painted the Mona Lisa.,correct,False,False,False,
q005,Who painted the Mona Lisa?,"[""Leonardo da Vinci""]",Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,"[""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa.""]",Leonardo da Vinci painted the Mona Lisa.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.6761234037828133,0.16193829810859334,1.0,0.0,YES,0.0,0.06477531924343734,PROCEED,,,,,,,,,PROCEED,PROCEED,Leonardo da Vinci painted the Mona Lisa.,correct,False,False,False,
q005,Who painted the Mona Lisa?,"[""Leonardo da Vinci""]",Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,"[""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa.""]",Leonardo da Vinci painted the Mona Lisa.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.6761234037828133,0.16193829810859334,1.0,0.0,YES,0.0,0.06477531924343734,PROCEED,,,,,,,,,PROCEED,PROCEED,Leonardo da Vinci painted the Mona Lisa.,correct,False,False,False,
q005,Who painted the Mona Lisa?,"[""Leonardo da Vinci""]",Leonardo da Vinci painted the Mona Lisa.,Leonardo da Vinci painted the Mona Lisa.,"[""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa."", ""Leonardo da Vinci painted the Mona Lisa.""]",Leonardo da Vinci painted the Mona Lisa.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.6761234037828133,0.16193829810859334,1.0,0.0,YES,0.0,0.06477531924343734,PROCEED,,,,,,,,,PROCEED,PROCEED,Leonardo da Vinci painted the Mona Lisa.,correct,False,False,False,
q006,In which year did the first man land on the Moon?,"[""1969""]",The first man landed on the Moon in 1969.,The first man landed on the Moon in 1969.,"[""The first man landed on the Moon in 1969.""]",The first man landed on the Moon in 1969.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The first man landed on the Moon in 1969.,correct,False,False,False,
q006,In which year did the first man land on the Moon?,"[""1969""]",The first man landed on the Moon in 1969.,The first man landed on the Moon in 1969.,"[""The first man landed on the Moon in 1969."", ""1969."", ""1969.""]",The first man landed on the Moon in 1969.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.4656591036148242,0.6689936080056726,0.3983327478045758,0.4666666666666666,0.5333333333333334,YES,0.0,0.3193330991218304,PROCEED,,,,,,,,,PROCEED,SILENCE,The first man landed on the Moon in 1969.,correct,False,False,False,
q006,In which year did the first man land on the Moon?,"[""1969""]",The first man landed on the Moon in 1969.,The first man landed on the Moon in 1969.,"[""The first man landed on the Moon in 1969."", ""1969."", ""1969.""]",The first man landed on the Moon in 1969.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.4656591036148242,0.6689936080056726,0.3983327478045758,0.4666666666666666,0.5333333333333334,YES,0.0,0.3193330991218304,PROCEED,,,,,,,,,PROCEED,SILENCE,The first man landed on the Moon in 1969.,correct,False,False,False,
q006,In which year did the first man land on the Moon?,"[""1969""]",The first man landed on the Moon in 1969.,The first man landed on the Moon in 1969.,"[""The first man landed on the Moon in 1969."", ""1969."", ""1969.""]",The first man landed on the Moon in 1969.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.4656591036148242,0.6689936080056726,0.3983327478045758,0.4666666666666666,0.5333333333333334,YES,0.0,0.3193330991218304,PROCEED,,,,,,,,,PROCEED,PROCEED,The first man landed on the Moon in 1969.,correct,False,False,False,
q006,In which year did the first man land on the Moon?,"[""1969""]",The first man landed on the Moon in 1969.,The first man landed on the Moon in 1969.,"[""The first man landed on the Moon in 1969."", ""1969."", ""1969.""]",The first man landed on the Moon in 1969.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.4656591036148242,0.6689936080056726,0.3983327478045758,0.4666666666666666,0.5333333333333334,YES,0.0,0.3193330991218304,PROCEED,,,,,,,,,PROCEED,PROCEED,The first man landed on the Moon in 1969.,correct,False,False,False,
q007,What is the tallest mountain in the world?,"[""Mount Everest""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","[""Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,"Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",correct,False,False,False,
q007,What is the tallest mountain in the world?,"[""Mount Everest""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","[""Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China."", ""The tallest mountain in the world is **Mount Everest**, with an elevation of approximately **8,848 meters (29,029 feet)** above sea level. It is located in the Himalayas on the border of Nepal and China."", ""Mount Everest is the tallest mountain in the world, with an elevation of 8,848.86 meters (29,031.7 feet) above sea level.""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",3,v2,0.34999999999999998,0.34999999999999998,0.35,0.1875556104299485,0.6425754631219991,0.2724900736539747,0.6992929292929294,0.3007070707070706,YES,0.0,0.19920815067371106,PROCEED,,,,,,,,,PROCEED,PROCEED,"Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",correct,False,False,False,
q007,What is the tallest mountain in the world?,"[""Mount Everest""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","[""Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China."", ""The tallest mountain in the world is **Mount Everest**, with an elevation of approximately **8,848 meters (29,029 feet)** above sea level. It is located in the Himalayas on the border of Nepal and China."", ""Mount Everest is the tallest mountain in the world, with an elevation of 8,848.86 meters (29,031.7 feet) above sea level.""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",3,v2,0.39000000000000001,0.39000000000000001,0.39,0.1875556104299485,0.6425754631219991,0.2724900736539747,0.6992929292929294,0.3007070707070706,YES,0.0,0.19920815067371106,PROCEED,,,,,,,,,PROCEED,PROCEED,"Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",correct,False,False,False,
q007,What is the tallest mountain in the world?,"[""Mount Everest""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","[""Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China."", ""The tallest mountain in the world is **Mount Everest**, with an elevation of approximately **8,848 meters (29,029 feet)** above sea level. It is located in the Himalayas on the border of Nepal and China."", ""Mount Everest is the tallest mountain in the world, with an elevation of 8,848.86 meters (29,031.7 feet) above sea level.""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",3,v2,0.41999999999999998,0.41999999999999998,0.42,0.1875556104299485,0.6425754631219991,0.2724900736539747,0.6992929292929294,0.3007070707070706,YES,0.0,0.19920815067371106,PROCEED,,,,,,,,,PROCEED,PROCEED,"Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",correct,False,False,False,
q007,What is the tallest mountain in the world?,"[""Mount Everest""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.","[""Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China."", ""The tallest mountain in the world is **Mount Everest**, with an elevation of approximately **8,848 meters (29,029 feet)** above sea level. It is located in the Himalayas on the border of Nepal and China."", ""Mount Everest is the tallest mountain in the world, with an elevation of 8,848.86 meters (29,031.7 feet) above sea level.""]","Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",3,v2,0.42999999999999999,0.42999999999999999,0.43,0.1875556104299485,0.6425754631219991,0.2724900736539747,0.6992929292929294,0.3007070707070706,YES,0.0,0.19920815067371106,PROCEED,,,,,,,,,PROCEED,PROCEED,"Mount Everest is the tallest mountain in the world, with an elevation of approximately 8,848 meters (29,029 feet) above sea level. It is located in the Himalayas on the border between Nepal and China.",correct,False,False,False,
q008,What is the smallest prime number?,"[""2""]",The smallest prime number is 2.,The smallest prime number is 2.,"[""The smallest prime number is 2.""]",The smallest prime number is 2.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The smallest prime number is 2.,correct,False,False,False,
q008,What is the smallest prime number?,"[""2""]",The smallest prime number is 2.,The smallest prime number is 2.,"[""The smallest prime number is 2."", ""The smallest prime number is 2."", ""The smallest prime number is 2.""]",The smallest prime number is 2.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.6666666666666669,0.16666666666666657,1.0,0.0,YES,0.0,0.06666666666666664,PROCEED,,,,,,,,,PROCEED,PROCEED,The smallest prime number is 2.,correct,False,False,False,
q008,What is the smallest prime number?,"[""2""]",The smallest prime number is 2.,The smallest prime number is 2.,"[""The smallest prime number is 2."", ""The smallest prime number is 2."", ""The smallest prime number is 2.""]",The smallest prime number is 2.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.6666666666666669,0.16666666666666657,1.0,0.0,YES,0.0,0.06666666666666664,PROCEED,,,,,,,,,PROCEED,PROCEED,The smallest prime number is 2.,correct,False,False,False,
q008,What is the smallest prime number?,"[""2""]",The smallest prime number is 2.,The smallest prime number is 2.,"[""The smallest prime number is 2."", ""The smallest prime number is 2."", ""The smallest prime number is 2.""]",The smallest prime number is 2.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.6666666666666669,0.16666666666666657,1.0,0.0,YES,0.0,0.06666666666666664,PROCEED,,,,,,,,,PROCEED,PROCEED,The smallest prime number is 2.,correct,False,False,False,
q008,What is the smallest prime number?,"[""2""]",The smallest prime number is 2.,The smallest prime number is 2.,"[""The smallest prime number is 2."", ""The smallest prime number is 2."", ""The smallest prime number is 2.""]",The smallest prime number is 2.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.6666666666666669,0.16666666666666657,1.0,0.0,YES,0.0,0.06666666666666664,PROCEED,,,,,,,,,PROCEED,PROCEED,The smallest prime number is 2.,correct,False,False,False,
q009,Who discovered penicillin?,"[""Alexander Fleming""]",Alexander Fleming discovered penicillin in 1928.,Alexander Fleming discovered penicillin in 1928.,"[""Alexander Fleming discovered penicillin in 1928.""]",Alexander Fleming discovered penicillin in 1928.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,Alexander Fleming discovered penicillin in 1928.,correct,False,False,False,
q009,Who discovered penicillin?,"[""Alexander Fleming""]",Alexander Fleming discovered penicillin in 1928.,Alexander Fleming discovered penicillin in 1928.,"[""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928. However, its practical application and mass production were developed by Howard Florey and Ernst Boris Chain.""]",Alexander Fleming discovered penicillin in 1928.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.26914347066670385,0.3651483716701108,0.4519975494982965,0.5294117647058824,0.47058823529411764,YES,0.0,0.3219754903875539,PROCEED,,,,,,,,,PROCEED,SILENCE,Alexander Fleming discovered penicillin in 1928.,correct,False,False,False,
q009,Who discovered penicillin?,"[""Alexander Fleming""]",Alexander Fleming discovered penicillin in 1928.,Alexander Fleming discovered penicillin in 1928.,"[""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928. However, its practical application and mass production were developed by Howard Florey and Ernst Boris Chain.""]",Alexander Fleming discovered penicillin in 1928.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.26914347066670385,0.3651483716701108,0.4519975494982965,0.5294117647058824,0.47058823529411764,YES,0.0,0.3219754903875539,PROCEED,,,,,,,,,PROCEED,SILENCE,Alexander Fleming discovered penicillin in 1928.,correct,False,False,False,
q009,Who discovered penicillin?,"[""Alexander Fleming""]",Alexander Fleming discovered penicillin in 1928.,Alexander Fleming discovered penicillin in 1928.,"[""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928. However, its practical application and mass production were developed by Howard Florey and Ernst Boris Chain.""]",Alexander Fleming discovered penicillin in 1928.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.26914347066670385,0.3651483716701108,0.4519975494982965,0.5294117647058824,0.47058823529411764,YES,0.0,0.3219754903875539,PROCEED,,,,,,,,,PROCEED,SILENCE,Alexander Fleming discovered penicillin in 1928.,correct,False,False,False,
q009,Who discovered penicillin?,"[""Alexander Fleming""]",Alexander Fleming discovered penicillin in 1928.,Alexander Fleming discovered penicillin in 1928.,"[""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928."", ""Alexander Fleming discovered penicillin in 1928. However, its practical application and mass production were developed by Howard Florey and Ernst Boris Chain.""]",Alexander Fleming discovered penicillin in 1928.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.26914347066670385,0.3651483716701108,0.4519975494982965,0.5294117647058824,0.47058823529411764,YES,0.0,0.3219754903875539,PROCEED,,,,,,,,,PROCEED,SILENCE,Alexander Fleming discovered penicillin in 1928.,correct,False,False,False,
q010,What is the capital of Japan?,"[""Tokyo""]",Tokyo.,Tokyo.,"[""Tokyo.""]",Tokyo.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,Tokyo.,correct,False,False,False,
q010,What is the capital of Japan?,"[""Tokyo""]",Tokyo.,Tokyo.,"[""Tokyo."", ""The capital of Japan is Tokyo."", ""Tokyo.""]",Tokyo.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.39450113969075795,0.0,0.697250569845379,0.5555555555555555,0.44444444444444453,YES,0.0,0.41223356127148497,SILENCE,,,,,,,,,SILENCE,SILENCE,,wrong,True,True,False,
q010,What is the capital of Japan?,"[""Tokyo""]",Tokyo.,Tokyo.,"[""Tokyo."", ""The capital of Japan is Tokyo."", ""Tokyo.""]",Tokyo.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.39450113969075795,0.0,0.697250569845379,0.5555555555555555,0.44444444444444453,YES,0.0,0.41223356127148497,SILENCE,,,,,,,,,SILENCE,SILENCE,,wrong,True,True,False,
q010,What is the capital of Japan?,"[""Tokyo""]",Tokyo.,Tokyo.,"[""Tokyo."", ""The capital of Japan is Tokyo."", ""Tokyo.""]",Tokyo.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.39450113969075795,0.0,0.697250569845379,0.5555555555555555,0.44444444444444453,YES,0.0,0.41223356127148497,PROCEED,,,,,,,,,PROCEED,SILENCE,Tokyo.,correct,False,False,False,
q010,What is the capital of Japan?,"[""Tokyo""]",Tokyo.,Tokyo.,"[""Tokyo."", ""The capital of Japan is Tokyo."", ""Tokyo.""]",Tokyo.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.39450113969075795,0.0,0.697250569845379,0.5555555555555555,0.44444444444444453,YES,0.0,0.41223356127148497,PROCEED,,,,,,,,,PROCEED,SILENCE,Tokyo.,correct,False,False,False,
q011,Which element has the atomic number 1?,"[""Hydrogen""]",Hydrogen.,Hydrogen.,"[""Hydrogen.""]",Hydrogen.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,Hydrogen.,correct,False,False,False,
q011,Which element has the atomic number 1?,"[""Hydrogen""]",Hydrogen.,Hydrogen.,"[""Hydrogen."", ""Hydrogen."", ""Hydrogen.""]",Hydrogen.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.0,0.5,1.0,0.0,YES,0.0,0.2,PROCEED,,,,,,,,,PROCEED,SILENCE,Hydrogen.,correct,False,False,False,
q011,Which element has the atomic number 1?,"[""Hydrogen""]",Hydrogen.,Hydrogen.,"[""Hydrogen."", ""Hydrogen."", ""Hydrogen.""]",Hydrogen.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.0,0.5,1.0,0.0,YES,0.0,0.2,PROCEED,,,,,,,,,PROCEED,SILENCE,Hydrogen.,correct,False,False,False,
