example_id,threshold,question,reference_answers,baseline_answer,primary_candidate,final_answer_or_effective_answer,normalized_reference_answers,normalized_final_answer,correctness_label,silence_flag,false_silence_flag,self_check_label,contradiction_label,semantic_agreement_score,drift,coherence,instability_v1,risk_v2,risk_v2_1,risk_v2_2,self_check_no_override_applied,decision_v1,decision_v2,decision_v2_1,decision_v2_2,effective_decision
q013,0.42999999999999999,What is the largest ocean on Earth?,"[""Pacific Ocean""]",The Pacific Ocean is the largest ocean on Earth by surface area.,The Pacific Ocean is the largest ocean on Earth by surface area.,The Pacific Ocean is the largest ocean on Earth by surface area.,"[""pacific ocean""]",the pacific ocean is the largest ocean on earth by surface area,correct,False,False,YES,,0.44145299145299144,0.19975164059940342,0.7715167498104597,0.21411744539447186,0.2532110807218913,,,,PROCEED,PROCEED,,,PROCEED
q014,0.34999999999999998,Who developed the theory of relativity?,"[""Albert Einstein""]",Albert Einstein.,Albert Einstein.,Albert Einstein.,"[""albert einstein""]",albert einstein,wrong,True,True,YES,,0.3523809523809524,0.8198418908644336,0.0,0.9099209454322168,0.558254092458601,,,,SILENCE,SILENCE,,,SILENCE
q014,0.39000000000000001,Who developed the theory of relativity?,"[""Albert Einstein""]",Albert Einstein.,Albert Einstein.,Albert Einstein.,"[""albert einstein""]",albert einstein,wrong,True,True,YES,,0.3523809523809524,0.8198418908644336,0.0,0.9099209454322168,0.558254092458601,,,,SILENCE,SILENCE,,,SILENCE
q014,0.41999999999999998,Who developed the theory of relativity?,"[""Albert Einstein""]",Albert Einstein.,Albert Einstein.,Albert Einstein.,"[""albert einstein""]",albert einstein,wrong,True,True,YES,,0.3523809523809524,0.8198418908644336,0.0,0.9099209454322168,0.558254092458601,,,,SILENCE,SILENCE,,,SILENCE
q014,0.42999999999999999,Who developed the theory of relativity?,"[""Albert Einstein""]",Albert Einstein.,Albert Einstein.,Albert Einstein.,"[""albert einstein""]",albert einstein,wrong,True,True,YES,,0.3523809523809524,0.8198418908644336,0.0,0.9099209454322168,0.558254092458601,,,,SILENCE,SILENCE,,,SILENCE
q015,0.34999999999999998,What currency is used in Germany?,"[""Euro""]",The euro (€).,The euro (€).,The euro (€).,"[""euro""]",the euro,wrong,True,True,YES,,0.4666666666666666,0.4100665470268329,0.0,0.7050332735134164,0.4420133094053666,,,,SILENCE,SILENCE,,,SILENCE
q015,0.39000000000000001,What currency is used in Germany?,"[""Euro""]",The euro (€).,The euro (€).,The euro (€).,"[""euro""]",the euro,wrong,True,True,YES,,0.4666666666666666,0.4100665470268329,0.0,0.7050332735134164,0.4420133094053666,,,,SILENCE,SILENCE,,,SILENCE
q015,0.41999999999999998,What currency is used in Germany?,"[""Euro""]",The euro (€).,The euro (€).,The euro (€).,"[""euro""]",the euro,wrong,True,True,YES,,0.4666666666666666,0.4100665470268329,0.0,0.7050332735134164,0.4420133094053666,,,,SILENCE,SILENCE,,,SILENCE
q015,0.42999999999999999,What currency is used in Germany?,"[""Euro""]",The euro (€).,The euro (€).,The euro (€).,"[""euro""]",the euro,wrong,True,True,YES,,0.4666666666666666,0.4100665470268329,0.0,0.7050332735134164,0.4420133094053666,,,,SILENCE,SILENCE,,,SILENCE
q016,0.34999999999999998,What is the largest organ in the human body?,"[""Skin""]",The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,"[""skin""]",the skin is the largest organ in the human body,correct,False,False,YES,,0.4666666666666666,0.3651553220889031,0.886968593983624,0.23909336405263953,0.25563734562105583,,,,PROCEED,PROCEED,,,PROCEED
q016,0.39000000000000001,What is the largest organ in the human body?,"[""Skin""]",The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,"[""skin""]",the skin is the largest organ in the human body,correct,False,False,YES,,0.4666666666666666,0.3651553220889031,0.886968593983624,0.23909336405263953,0.25563734562105583,,,,PROCEED,PROCEED,,,PROCEED
q016,0.41999999999999998,What is the largest organ in the human body?,"[""Skin""]",The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,"[""skin""]",the skin is the largest organ in the human body,correct,False,False,YES,,0.4666666666666666,0.3651553220889031,0.886968593983624,0.23909336405263953,0.25563734562105583,,,,PROCEED,PROCEED,,,PROCEED
q016,0.42999999999999999,What is the largest organ in the human body?,"[""Skin""]",The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,The skin is the largest organ in the human body.,"[""skin""]",the skin is the largest organ in the human body,correct,False,False,YES,,0.4666666666666666,0.3651553220889031,0.886968593983624,0.23909336405263953,0.25563734562105583,,,,PROCEED,PROCEED,,,PROCEED
