example_id,question,reference_answers,baseline_answer,por_candidate,por_candidates_json,por_primary_candidate,por_sample_count,por_mode,threshold,threshold_label,threshold_value,drift,coherence,instability_score,semantic_agreement_score,semantic_agreement_risk,self_check_label,self_check_risk,risk_v2,decision_v2,contradiction_label,contradiction_risk,risk_v2_1,decision_v2_1,self_check_no_penalty,self_check_no_override_applied,risk_v2_2,decision_v2_2,effective_decision,por_decision,final_output,correctness_label,silence_flag,false_silence_flag,accepted_error_flag,error
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra.""]",The capital of Australia is Canberra.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital city of Australia is Canberra."", ""The capital city of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.04945326681829909,0.6172133998483678,0.21611993348496567,0.8333333333333334,0.16666666666666663,YES,0.0,,,STRONG_CHALLENGE,1.0,0.398169313378823,SILENCE,0.3,False,0.398169313378823,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital city of Australia is Canberra."", ""The capital city of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.04945326681829909,0.6172133998483678,0.21611993348496567,0.8333333333333334,0.16666666666666663,YES,0.0,,,STRONG_CHALLENGE,1.0,0.398169313378823,SILENCE,0.3,False,0.398169313378823,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital city of Australia is Canberra."", ""The capital city of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.04945326681829909,0.6172133998483678,0.21611993348496567,0.8333333333333334,0.16666666666666663,YES,0.0,,,STRONG_CHALLENGE,1.0,0.398169313378823,PROCEED,0.3,False,0.398169313378823,PROCEED,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital city of Australia is Canberra."", ""The capital city of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.04945326681829909,0.6172133998483678,0.21611993348496567,0.8333333333333334,0.16666666666666663,YES,0.0,,,STRONG_CHALLENGE,1.0,0.398169313378823,PROCEED,0.3,False,0.398169313378823,PROCEED,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The city that serves as Canada's federal capital is Ottawa.,correct,False,False,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.5976143046671969,0.20119284766640155,1.0,0.0,YES,0.0,,,STRONG_CHALLENGE,1.0,0.36035785429992045,SILENCE,0.3,False,0.36035785429992045,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.5976143046671969,0.20119284766640155,1.0,0.0,YES,0.0,,,STRONG_CHALLENGE,1.0,0.36035785429992045,PROCEED,0.3,False,0.36035785429992045,PROCEED,PROCEED,PROCEED,The city that serves as Canada's federal capital is Ottawa.,correct,False,False,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.5976143046671969,0.20119284766640155,1.0,0.0,YES,0.0,,,STRONG_CHALLENGE,1.0,0.36035785429992045,PROCEED,0.3,False,0.36035785429992045,PROCEED,PROCEED,PROCEED,The city that serves as Canada's federal capital is Ottawa.,correct,False,False,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.5976143046671969,0.20119284766640155,1.0,0.0,YES,0.0,,,STRONG_CHALLENGE,1.0,0.36035785429992045,PROCEED,0.3,False,0.36035785429992045,PROCEED,PROCEED,PROCEED,The city that serves as Canada's federal capital is Ottawa.,correct,False,False,False,
q005,The capital of Brazil is which city?,"[""Brasília"", ""Brasilia""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,"[""The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,correct,False,False,False,
q005,The capital of Brazil is which city?,"[""Brasília"", ""Brasilia""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,"[""The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government."", ""The capital of Brazil is Brasília. It was chosen as the capital in 1960 to avoid conflict with the Federal District (Rio de Janeiro)."", ""The capital of Brazil is Brasília. It is located in the state of Bahia and served as the country's largest administrative center from 1960 to 2003 before being renamed Rio de Janeiro.""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.23101034976396606,0.6657502859356828,0.28263003191414166,0.24109686609686612,0.7589031339031339,UNSURE,0.5,,,NO_CONTRADICTION,0.0,0.33656963635486925,PROCEED,0.3,False,0.33656963635486925,PROCEED,PROCEED,PROCEED,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,correct,False,False,False,
q005,The capital of Brazil is which city?,"[""Brasília"", ""Brasilia""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,"[""The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government."", ""The capital of Brazil is Brasília. It was chosen as the capital in 1960 to avoid conflict with the Federal District (Rio de Janeiro)."", ""The capital of Brazil is Brasília. It is located in the state of Bahia and served as the country's largest administrative center from 1960 to 2003 before being renamed Rio de Janeiro.""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.23101034976396606,0.6657502859356828,0.28263003191414166,0.24109686609686612,0.7589031339031339,UNSURE,0.5,,,NO_CONTRADICTION,0.0,0.33656963635486925,PROCEED,0.3,False,0.33656963635486925,PROCEED,PROCEED,PROCEED,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,correct,False,False,False,
q005,The capital of Brazil is which city?,"[""Brasília"", ""Brasilia""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,"[""The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government."", ""The capital of Brazil is Brasília. It was chosen as the capital in 1960 to avoid conflict with the Federal District (Rio de Janeiro)."", ""The capital of Brazil is Brasília. It is located in the state of Bahia and served as the country's largest administrative center from 1960 to 2003 before being renamed Rio de Janeiro.""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.23101034976396606,0.6657502859356828,0.28263003191414166,0.24109686609686612,0.7589031339031339,UNSURE,0.5,,,NO_CONTRADICTION,0.0,0.33656963635486925,PROCEED,0.3,False,0.33656963635486925,PROCEED,PROCEED,PROCEED,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,correct,False,False,False,
q005,The capital of Brazil is which city?,"[""Brasília"", ""Brasilia""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,"[""The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government."", ""The capital of Brazil is Brasília. It was chosen as the capital in 1960 to avoid conflict with the Federal District (Rio de Janeiro)."", ""The capital of Brazil is Brasília. It is located in the state of Bahia and served as the country's largest administrative center from 1960 to 2003 before being renamed Rio de Janeiro.""]",The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.23101034976396606,0.6657502859356828,0.28263003191414166,0.24109686609686612,0.7589031339031339,UNSURE,0.5,,,NO_CONTRADICTION,0.0,0.33656963635486925,PROCEED,0.3,False,0.33656963635486925,PROCEED,PROCEED,PROCEED,The capital of Brazil is Brasília. It was chosen as the new national capital in 1960 after a referendum by the Brazilian government.,correct,False,False,False,
q006,What is the capital city of India?,"[""New Delhi""]",The capital city of India is New Delhi.,The capital city of India is New Delhi.,"[""The capital city of India is New Delhi.""]",The capital city of India is New Delhi.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital city of India is New Delhi.,correct,False,False,False,
q006,What is the capital city of India?,"[""New Delhi""]",The capital city of India is New Delhi.,The capital city of India is New Delhi.,"[""The capital city of India is New Delhi."", ""The capital city of India is New Delhi."", ""The capital city of India is New Delhi.""]",The capital city of India is New Delhi.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.6681531047810609,0.16592344760946953,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04977703428284086,PROCEED,0.3,False,0.04977703428284086,PROCEED,PROCEED,PROCEED,The capital city of India is New Delhi.,correct,False,False,False,
q006,What is the capital city of India?,"[""New Delhi""]",The capital city of India is New Delhi.,The capital city of India is New Delhi.,"[""The capital city of India is New Delhi."", ""The capital city of India is New Delhi."", ""The capital city of India is New Delhi.""]",The capital city of India is New Delhi.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.6681531047810609,0.16592344760946953,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04977703428284086,PROCEED,0.3,False,0.04977703428284086,PROCEED,PROCEED,PROCEED,The capital city of India is New Delhi.,correct,False,False,False,
q006,What is the capital city of India?,"[""New Delhi""]",The capital city of India is New Delhi.,The capital city of India is New Delhi.,"[""The capital city of India is New Delhi."", ""The capital city of India is New Delhi."", ""The capital city of India is New Delhi.""]",The capital city of India is New Delhi.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.6681531047810609,0.16592344760946953,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04977703428284086,PROCEED,0.3,False,0.04977703428284086,PROCEED,PROCEED,PROCEED,The capital city of India is New Delhi.,correct,False,False,False,
q006,What is the capital city of India?,"[""New Delhi""]",The capital city of India is New Delhi.,The capital city of India is New Delhi.,"[""The capital city of India is New Delhi."", ""The capital city of India is New Delhi."", ""The capital city of India is New Delhi.""]",The capital city of India is New Delhi.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.6681531047810609,0.16592344760946953,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04977703428284086,PROCEED,0.3,False,0.04977703428284086,PROCEED,PROCEED,PROCEED,The capital city of India is New Delhi.,correct,False,False,False,
q007,Which city is the capital of South Korea?,"[""Seoul""]",The capital of South Korea is Seoul.,The capital of South Korea is Seoul.,"[""The capital of South Korea is Seoul.""]",The capital of South Korea is Seoul.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital of South Korea is Seoul.,correct,False,False,False,
q007,Which city is the capital of South Korea?,"[""Seoul""]",The capital of South Korea is Seoul.,The capital of South Korea is Seoul.,"[""The capital of South Korea is Seoul."", ""The capital city of South Korea is Seoul."", ""The capital city of South Korea is Seoul.""]",The capital of South Korea is Seoul.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.043057102204343,0.8366600265340757,0.10319853783513366,0.8666666666666667,0.1333333333333333,YES,0.0,,,STRONG_CHALLENGE,1.0,0.3576262280172067,SILENCE,0.3,False,0.3576262280172067,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q007,Which city is the capital of South Korea?,"[""Seoul""]",The capital of South Korea is Seoul.,The capital of South Korea is Seoul.,"[""The capital of South Korea is Seoul."", ""The capital city of South Korea is Seoul."", ""The capital city of South Korea is Seoul.""]",The capital of South Korea is Seoul.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.043057102204343,0.8366600265340757,0.10319853783513366,0.8666666666666667,0.1333333333333333,YES,0.0,,,STRONG_CHALLENGE,1.0,0.3576262280172067,PROCEED,0.3,False,0.3576262280172067,PROCEED,PROCEED,PROCEED,The capital of South Korea is Seoul.,correct,False,False,False,
q007,Which city is the capital of South Korea?,"[""Seoul""]",The capital of South Korea is Seoul.,The capital of South Korea is Seoul.,"[""The capital of South Korea is Seoul."", ""The capital city of South Korea is Seoul."", ""The capital city of South Korea is Seoul.""]",The capital of South Korea is Seoul.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.043057102204343,0.8366600265340757,0.10319853783513366,0.8666666666666667,0.1333333333333333,YES,0.0,,,STRONG_CHALLENGE,1.0,0.3576262280172067,PROCEED,0.3,False,0.3576262280172067,PROCEED,PROCEED,PROCEED,The capital of South Korea is Seoul.,correct,False,False,False,
q007,Which city is the capital of South Korea?,"[""Seoul""]",The capital of South Korea is Seoul.,The capital of South Korea is Seoul.,"[""The capital of South Korea is Seoul."", ""The capital city of South Korea is Seoul."", ""The capital city of South Korea is Seoul.""]",The capital of South Korea is Seoul.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.043057102204343,0.8366600265340757,0.10319853783513366,0.8666666666666667,0.1333333333333333,YES,0.0,,,STRONG_CHALLENGE,1.0,0.3576262280172067,PROCEED,0.3,False,0.3576262280172067,PROCEED,PROCEED,PROCEED,The capital of South Korea is Seoul.,correct,False,False,False,
q008,What is the political capital of Turkey?,"[""Ankara""]",The political capital of Turkey is Ankara.,The political capital of Turkey is Ankara.,"[""The political capital of Turkey is Ankara.""]",The political capital of Turkey is Ankara.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The political capital of Turkey is Ankara.,correct,False,False,False,
q008,What is the political capital of Turkey?,"[""Ankara""]",The political capital of Turkey is Ankara.,The political capital of Turkey is Ankara.,"[""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara, also known as \""İzmir.\"" This city serves as the capital for both the Republic of Turkey and the Turkish Armed Forces.""]",The political capital of Turkey is Ankara.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.1791517172485796,0.7977240352174657,0.19071384101555694,0.5111111111111111,0.48888888888888893,YES,0.0,,,STRONG_CHALLENGE,1.0,0.4549919300824449,SILENCE,0.3,False,0.4549919300824449,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q008,What is the political capital of Turkey?,"[""Ankara""]",The political capital of Turkey is Ankara.,The political capital of Turkey is Ankara.,"[""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara, also known as \""İzmir.\"" This city serves as the capital for both the Republic of Turkey and the Turkish Armed Forces.""]",The political capital of Turkey is Ankara.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.1791517172485796,0.7977240352174657,0.19071384101555694,0.5111111111111111,0.48888888888888893,YES,0.0,,,STRONG_CHALLENGE,1.0,0.4549919300824449,SILENCE,0.3,False,0.4549919300824449,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q008,What is the political capital of Turkey?,"[""Ankara""]",The political capital of Turkey is Ankara.,The political capital of Turkey is Ankara.,"[""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara, also known as \""İzmir.\"" This city serves as the capital for both the Republic of Turkey and the Turkish Armed Forces.""]",The political capital of Turkey is Ankara.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.1791517172485796,0.7977240352174657,0.19071384101555694,0.5111111111111111,0.48888888888888893,YES,0.0,,,STRONG_CHALLENGE,1.0,0.4549919300824449,SILENCE,0.3,False,0.4549919300824449,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q008,What is the political capital of Turkey?,"[""Ankara""]",The political capital of Turkey is Ankara.,The political capital of Turkey is Ankara.,"[""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara."", ""The political capital of Turkey is Ankara, also known as \""İzmir.\"" This city serves as the capital for both the Republic of Turkey and the Turkish Armed Forces.""]",The political capital of Turkey is Ankara.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.1791517172485796,0.7977240352174657,0.19071384101555694,0.5111111111111111,0.48888888888888893,YES,0.0,,,STRONG_CHALLENGE,1.0,0.4549919300824449,SILENCE,0.3,False,0.4549919300824449,SILENCE,SILENCE,PROCEED,,wrong,True,True,False,
q009,Name the capital of New Zealand.,"[""Wellington""]",The capital of New Zealand is Wellington.,The capital of New Zealand is Wellington.,"[""The capital of New Zealand is Wellington.""]",The capital of New Zealand is Wellington.,1,v2_2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital of New Zealand is Wellington.,correct,False,False,False,
q009,Name the capital of New Zealand.,"[""Wellington""]",The capital of New Zealand is Wellington.,The capital of New Zealand is Wellington.,"[""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington.""]",The capital of New Zealand is Wellington.,3,v2_2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.6804138174397717,0.15979309128011415,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04793792738403425,PROCEED,0.3,False,0.04793792738403425,PROCEED,PROCEED,PROCEED,The capital of New Zealand is Wellington.,correct,False,False,False,
q009,Name the capital of New Zealand.,"[""Wellington""]",The capital of New Zealand is Wellington.,The capital of New Zealand is Wellington.,"[""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington.""]",The capital of New Zealand is Wellington.,3,v2_2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.6804138174397717,0.15979309128011415,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04793792738403425,PROCEED,0.3,False,0.04793792738403425,PROCEED,PROCEED,PROCEED,The capital of New Zealand is Wellington.,correct,False,False,False,
q009,Name the capital of New Zealand.,"[""Wellington""]",The capital of New Zealand is Wellington.,The capital of New Zealand is Wellington.,"[""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington.""]",The capital of New Zealand is Wellington.,3,v2_2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.6804138174397717,0.15979309128011415,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04793792738403425,PROCEED,0.3,False,0.04793792738403425,PROCEED,PROCEED,PROCEED,The capital of New Zealand is Wellington.,correct,False,False,False,
q009,Name the capital of New Zealand.,"[""Wellington""]",The capital of New Zealand is Wellington.,The capital of New Zealand is Wellington.,"[""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington."", ""The capital of New Zealand is Wellington.""]",The capital of New Zealand is Wellington.,3,v2_2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.6804138174397717,0.15979309128011415,1.0,0.0,YES,0.0,,,NO_CONTRADICTION,0.0,0.04793792738403425,PROCEED,0.3,False,0.04793792738403425,PROCEED,PROCEED,PROCEED,The capital of New Zealand is Wellington.,correct,False,False,False,
